date,feature1,feature2,target
2020-01-01,11.236143144225037,5.201863766117687,0.027473046458130042
2020-01-02,9.971909165735493,6.220361494070994,0.045363501677196105
2020-01-03,11.98898575048499,8.053575360061089,0.14599600767141763
2020-01-04,13.303200524052524,5.462229744923304,0.7141280619918188
2020-01-05,10.399848707558567,7.347481257422906,0.9515893238828227
2020-01-06,12.939708545619085,5.175001522496187,0.8184270711026664
2020-01-07,10.240548396856449,8.570705274091646,0.8169778538555339
2020-01-08,13.314589767236848,9.59748470684817,0.9259768748355613
2020-01-09,9.055301086843594,5.274353898277446,1.2158682100563059
2020-01-10,8.385324228801432,9.446610637176015,0.9235779278861393
2020-01-11,14.689328439793394,9.877655823400996,0.8832128753624204
2020-01-12,13.21550411762663,5.179214562893773,0.27183011988708494
2020-01-13,9.844221039524713,9.110127554287446,0.23463976216253662
2020-01-14,7.695835678698876,8.350977116952304,0.34227906485245385
2020-01-15,4.944083395104544,9.95663595795595,0.5430822153713039
2020-01-16,10.52352421015534,5.933138561222399,0.06879355255535616
2020-01-17,10.89091804956617,7.574010273747713,-0.22675697773711734
2020-01-18,8.524506479329167,6.499047934387338,-0.2746462799814873
2020-01-19,10.922665781335205,7.980281478655741,0.3072621867208348
2020-01-20,8.17156703127729,9.129989628455505,-0.12763412773995703
2020-01-21,10.55037217111428,7.761755428817027,-0.8081316752238162
2020-01-22,13.060467607386277,6.8893736647129105,-0.33144385312607044
2020-01-23,8.18502365401882,9.615852112687865,-1.5002096446352264
2020-01-24,12.577531400162048,7.866142913570652,-0.9507216017639781
2020-01-25,10.509753823031073,7.497523574148545,-0.7465351630669425
2020-01-26,10.977097896430799,8.20109437258792,-0.40283915340103793
2020-01-27,5.461176862381287,7.050164275576351,-0.31795932945077643
2020-01-28,10.017063470675277,7.402961235946693,-0.15948130332764052
2020-01-29,8.02821238158078,5.47401812293665,-0.11732944892542821
2020-01-30,10.258107037265194,8.594200704656624,0.39263678515854783
2020-01-31,11.908322306952595,8.590162074284775,0.43216798044109894
2020-02-01,12.991324885225659,7.318274211914776,0.5492985809492044
2020-02-02,9.582958682229679,6.848815299698009,0.831378683439438
2020-02-03,11.426888970855057,5.397775674320862,0.509207593709927
2020-02-04,10.683884070869224,6.725501203588351,1.1196306822528719
2020-02-05,9.255064395852871,6.3118386814015714,0.6796574238221376
2020-02-06,10.266178363386569,9.438546628380408,1.9707733308422095
2020-02-07,11.954493644970965,6.1247907098726095,1.2139877672541348
2020-02-08,12.568001765715344,8.176768942578173,1.3877484686771007
2020-02-09,9.418020811520575,9.301900719085733,1.8818024777071518
2020-02-10,10.27040158158821,7.4479255427741915,1.0675229190624849
2020-02-11,11.115847334583487,8.717066550502174,1.4546446680197864
2020-02-12,7.961868340094735,6.647636849712948,0.658178132122083
2020-02-13,11.00318292501509,5.027819497415634,0.8261467313773765
2020-02-14,11.466977530345547,9.383979867355425,1.0119316189371939
2020-02-15,10.996597551012004,9.468218525174112,-0.07003715745432537
2020-02-16,9.381136036342193,8.621823291773222,0.33285909458801355
2020-02-17,7.672460604911762,7.647892946543081,0.56854684584815
2020-02-18,11.696751697880517,8.526346025778537,-0.5614480520365372
2020-02-19,5.717877298657319,6.1172886466402145,-0.3140212347904769
2020-02-20,11.372870149675729,7.5681648550929985,-0.5717055209573481
2020-02-21,12.454215477099943,5.074345745975814,-0.22040063256841674
2020-02-22,8.649704061539454,7.174087039098808,-0.41313854530370653
2020-02-23,11.274679033372026,6.248718542702702,-0.5230566414561432
2020-02-24,11.390061706806911,6.604767815425019,-0.3574566320258877
2020-02-25,9.699901689651416,5.099145243061885,-0.3659731889437692
2020-02-26,7.3026477128873974,7.013652468719657,-0.30824258036334706
2020-02-27,10.183340659754583,7.913974115833676,-0.24915871418320132
2020-02-28,9.332934127422522,7.0536780658737905,0.08432140844693217
2020-02-29,7.803437977831238,8.981697994510426,0.47599194678961376
2020-03-01,13.393251761023247,8.72886984075298,0.7792306728817443
2020-03-02,11.270169646052635,9.1384386958307,0.6534848179741101
2020-03-03,12.717759824806823,5.221563830896424,1.043178525756332
2020-03-04,10.082584704486258,7.761773147162732,1.203130137082244
2020-03-05,8.185358666055874,9.129511075931115,1.263816199162183
2020-03-06,11.039264802125807,8.7333865620316,1.6256097276712618
2020-03-07,5.963747790597194,7.581065306714427,1.7229991586145628
2020-03-08,8.950788185198824,8.887149203386041,1.5272812408778744
2020-03-09,11.477475541552208,8.548584613433235,1.6833769511312253
2020-03-10,9.633409461679959,7.955031656679053,1.4540328316251627
2020-03-11,8.901372765811937,8.962108128631145,1.2322604857934143
2020-03-12,10.352182940854894,6.328601979170903,1.4264615078379204
2020-03-13,9.648388851822252,6.25428081895028,1.6082427033915965
2020-03-14,8.648474252214653,9.845607657511966,1.0995755664809912
2020-03-15,9.756217954739151,9.114113490556377,1.570125221317152
2020-03-16,9.591331810961037,7.637554241107136,0.4766504625484898
2020-03-17,10.365557780347828,9.429049968856088,0.9607516885098714
2020-03-18,7.106272923420148,5.840713234110319,0.1895602411605278
2020-03-19,8.444657959522388,9.651435954944983,0.061223561676555543
2020-03-20,11.269427119210944,9.490871277272348,-0.3916596984639394
2020-03-21,12.791440433095893,6.8832004480755415,0.005164150099551124
2020-03-22,10.022508450083002,6.99977109586897,-0.4603619069262005
2020-03-23,10.91774446872105,8.621194219634113,0.05618407133589415
2020-03-24,16.129215049673792,9.317712889278049,-0.0809750993468752
2020-03-25,9.498562221647838,8.048315398103377,0.015913035298576822
2020-03-26,11.669307925513737,7.113445182846183,-0.17235678054750928
2020-03-27,10.217344683408248,8.88796671123023,-0.24864293617890265
2020-03-28,11.023562573240753,5.5890746118697034,-0.20732495317658511
2020-03-29,13.636462387044581,7.336897554544937,0.46010681853330376
2020-03-30,11.067492307454334,8.403966465852498,0.7724551914434711
2020-03-31,9.986183277659059,9.18358263506705,0.1851561469787305
2020-04-01,7.28098988289484,9.632405753830346,1.5387335621878335
2020-04-02,9.339756911957377,5.698907738475056,0.9866058944713573
2020-04-03,12.1532071726382,8.303695501178979,1.7143350812501008
2020-04-04,10.298125498101744,7.451032348229963,1.494624431182022
2020-04-05,14.363670332755852,7.343488831180511,1.9182209366813474
2020-04-06,9.213127857363105,6.217258465297565,1.8706861826323797
2020-04-07,11.54385970747881,9.386973971349,1.9097999255591485
2020-04-08,6.412953240241783,6.506179420379381,1.9742591789489474
2020-04-09,11.238564560136618,8.07328362311905,1.9671390836003955
2020-04-10,12.173326690825146,6.314765629044122,2.2140392884607487
2020-04-11,7.6346529130956435,5.644702245034128,1.5138791034357477
2020-04-12,9.61099795563962,5.8356220517813675,1.7277447312465242
2020-04-13,6.601420534823234,9.151228202068467,0.976207534485525
2020-04-14,10.323634290020394,6.414750929882392,1.1761106879459329
